,streetname_nl,house_number,municipality_name_nl,postcode
1024797,Grensstraat,42,Essen,2910
1024952,Rinkvenstraat,8,Essen,2910
1025003,Nolsebaan,85,Essen,2910
1025008,Nieuwstraat,69,Essen,2910
1025413,Nollekensstraat,43,Essen,2910
1026484,Beekstraat,9,Essen,2910
1026697,Burgem. Dierckxsensstraat,8,Essen,2910
1027542,Steenovenstraat,55,Essen,2910
1027586,Sint-Jansstraat,77,Essen,2910
1028154,Achterstraat,21,Essen,2910
1028183,Kapelstraat,78,Essen,2910
1028321,Heikantlaan,56,Essen,2910
1028793,Steenovenstraat,29,Essen,2910
1029060,Heikantvenstraat,73,Essen,2910
1029068,Rodenbachlaan,35,Essen,2910
1029131,Wasbrug,6,Essen,2910
1030919,Voetberglaan,3,Essen,2910
1031055,Vogelkerslaan,30,Essen,2910
1031212,Doornboom,14,Essen,2910
1031751,Nolsebaan,49,Essen,2910
1032374,Eikendreef,6,Essen,2910
1033333,Steenpaal,48,Essen,2910
1035118,Raaiberg,45,Essen,2910
1035905,Schaapsbaan,111,Essen,2910
1036300,Zandfort,15,Essen,2910
1037002,Molenstraat,8,Essen,2910
1037214,Over d'Aa,158,Essen,2910
1038740,Stationsstraat,99,Essen,2910
1038881,Cardijnstraat,43,Essen,2910
1039371,Schanker,17,Essen,2910
1040274,Steenpaal,21,Essen,2910
1040893,Sint-Jansstraat,95,Essen,2910
1042134,Eksterlaan,17,Essen,2910
1042360,Kuiperstraat,10,Essen,2910
1042724,Bosbessenlaan,49,Essen,2910
1042769,Kalmthoutsesteenweg,312,Essen,2910
1042842,Kraaienberg,21,Essen,2910
1043142,Schelpheuvelstraat,44,Essen,2910
1043377,Vleetweg,2,Essen,2910
1043456,Hofstraat,36,Essen,2910
1044145,Essendonk,49,Essen,2910
1044553,Elf-Novemberstraat,34,Essen,2910
1044578,Sint-Jansstraat,264,Essen,2910
1044778,Veldweg,40,Essen,2910
1044850,Hemelrijk,83,Essen,2910
1045070,Vossenboslaan,46,Essen,2910
1045102,Sint-Jansstraat,238,Essen,2910
1045224,Deken Verstraelenstraat,12,Essen,2910
1045256,Postbaan,36,Essen,2910
1045558,Kapelstraat,6,Essen,2910
1045945,Schelpheuvelstraat,18,Essen,2910
1046712,Stationsstraat,115,Essen,2910
1046830,Vogelkerslaan,40,Essen,2910
1047334,Antwerpsesteenweg,22,Essen,2910
1047356,Beukendreef,36,Essen,2910
1047506,Kuiperstraat,8,Essen,2910
1047816,Kammenstraat,34,Essen,2910
1048007,Kerkstraat,13,Essen,2910
1048277,Postbaan,18,Essen,2910
1048371,Tichelrei,5,Essen,2910
1048607,Schoolstraat,3,Essen,2910
1050553,Vossenboslaan,64,Essen,2910
1050927,Nachtegalendreef,9,Essen,2910
1051583,Zandfort,4,Essen,2910
1052018,Marterlaan,3,Essen,2910
1052305,Kievitstraat,3,Essen,2910
1052436,Steenovenstraat,144,Essen,2910
1052958,Schomveld,13,Essen,2910
1053328,Moerkantsebaan,150,Essen,2910
1053399,Korte Leemstraat,21,Essen,2910
1053844,Doornboom,3,Essen,2910
1053885,Hemelrijklaan,72,Essen,2910
1054586,Den Uil,35,Essen,2910
1055817,Kalmthoutsesteenweg,202,Essen,2910
1056732,Kerkstraat,31,Essen,2910
1056850,Steenovenstraat,129A,Essen,2910
1057065,Moerkantsebaan,214,Essen,2910
1057254,Sint-Jansstraat,246,Essen,2910
1058586,Heikantvenstraat,20,Essen,2910
1058750,Den Uil,17,Essen,2910
1059745,Heikantstraat,99,Essen,2910
1059756,Moerkantsebaan,71,Essen,2910
1060626,Molenstraat,10,Essen,2910
1060929,Nieuwmoersesteenweg,68,Essen,2910
1060951,Boterpotlaan,59,Essen,2910
1061053,Veldweg,29,Essen,2910
1061166,Schaapsbaan,22,Essen,2910
1061423,Leemstraat,81,Essen,2910
1061863,Stationsstraat,133,Essen,2910
1062331,Kammenstraat,113,Essen,2910
1063336,Nieuw Hoef,19,Essen,2910
1063376,Dreveneind,17,Essen,2910
1063475,Laaglandstraat,5,Essen,2910
1063713,Cardijnstraat,35,Essen,2910
1063951,Huybergsebaan,28,Essen,2910
1064332,Spijker,92,Essen,2910
1065074,Middenstraat,26,Essen,2910
1065506,Velodreef,48,Essen,2910
1065678,Spoorwegstraat,31,Essen,2910
1065737,Boterpotlaan,34,Essen,2910
1065863,Sint-Antoniusplein,6,Essen,2910
1066169,Essendonkbos,4,Essen,2910
1066239,Eekhoornlaan,54,Essen,2910
1066277,Handelsstraat,2,Essen,2910
1066764,Douglaslaan,39,Essen,2910
1067067,Heikantstraat,133,Essen,2910
1068130,Velodreef,92,Essen,2910
1068178,Oude Baan,6,Essen,2910
1068437,Grensstraat,3,Essen,2910
1068808,Distelpad,7,Essen,2910
1069736,Moerkantsebaan,139,Essen,2910
1069760,dr. Jef Goossenaertsstraat,26,Essen,2910
1069871,Heikantlaan,48,Essen,2910
1070688,Rietstraat,1,Essen,2910
1070817,Kloosterstraat,64,Essen,2910
1070884,Huybergsebaan,178,Essen,2910
1070920,Kalmthoutsesteenweg,119,Essen,2910
1070975,Albert Yssackersstraat,19,Essen,2910
1071217,Noordeneind,4,Essen,2910
1071615,Hemelrijkweg,37,Essen,2910
1071671,Heikantlaan,21,Essen,2910
1072136,Beekstraat,11,Essen,2910
1072422,Paviljoenweg,47,Essen,2910
1072921,Schelpheuvelstraat,97,Essen,2910
1073024,Varenlaan,9,Essen,2910
1073222,Spoorwegstraat,13,Essen,2910
1073253,Molenstraat,45,Essen,2910
1073319,Over d'Aa,79,Essen,2910
1074103,Over d'Aa,194,Essen,2910
1074202,Hemelrijkweg,19,Essen,2910
1074968,Nollekensstraat,35,Essen,2910
1075000,Over d'Aa,241,Essen,2910
1075385,Guido Gezellelaan,7,Essen,2910
1075538,Schaapsbaan,93,Essen,2910
1076197,Vijverlaan,3,Essen,2910
1076231,Lijsterdreef,28,Essen,2910
1076514,Hemelrijklaan,54,Essen,2910
1076843,Heikantstraat,28,Essen,2910
1076861,Beliestraat,56,Essen,2910
1077312,Vossenboslaan,9,Essen,2910
1078050,Etting,39,Essen,2910
1078625,Albert Yssackersstraat,37,Essen,2910
1079558,Beylestraat,8,Essen,2910
1079572,Leemstraat,10,Essen,2910
1079697,Kammenstraat,69,Essen,2910
1079699,Moerkantsebaan,53,Essen,2910
1081166,Kleiputtenlaan,20,Essen,2910
1082122,Hemelrijklaan,36,Essen,2910
1082626,Lijsterdreef,11,Essen,2910
1099718,Kalmthoutsesteenweg,225,Essen,2910
1099719,Molenakkersstraat,36,Essen,2910
1103895,Schelpheuvelstraat,90,Essen,2910
1104023,Steenpaal,17,Essen,2910
1104430,Magerbeek,17,Essen,2910
1104633,Dreef,7,Essen,2910
1105265,Middenstraat,49,Essen,2910
1105532,Zonnedauwlaan,34,Essen,2910
1105916,Heikantstraat,20,Essen,2910
1106002,Steenpaal,49A,Essen,2910
1106732,Spijker,43,Essen,2910
1106796,Beliestraat,106,Essen,2910
1106827,Zonnedauwlaan,40,Essen,2910
1106861,Suzannalaan,10,Essen,2910
1107306,Patrijzenlaan,15,Essen,2910
1107646,Postbaan,19,Essen,2910
1108220,Cardijnstraat,3,Essen,2910
1108920,Deken Verbiststraat,14,Essen,2910
1109080,Koekoekstraat,19,Essen,2910
1109123,Zonnedauwlaan,32,Essen,2910
1109175,Hey-endlaan,5,Essen,2910
1109378,Schelpheuvelstraat,86,Essen,2910
1109925,Watermolenstraat,35,Essen,2910
1109975,Koekoekstraat,24,Essen,2910
1110385,Oude Baan,123,Essen,2910
1110592,Collegelaan,24,Essen,2910
1110634,Melkerijstraat,7,Essen,2910
1110697,Doornboom,2,Essen,2910
1110707,Klaprooslaan,30,Essen,2910
1111174,Lijsterdreef,18,Essen,2910
1111926,Middenstraat,46,Essen,2910
1112535,Nolsebaan,14,Essen,2910
1112896,Eikenblok,37,Essen,2910
1113044,Schelpheuvelstraat,84,Essen,2910
1113225,Tichelrei,8,Essen,2910
1113298,Maststraat,29,Essen,2910
1113462,Deken Verbiststraat,5,Essen,2910
1113507,Boterpotlaan,64,Essen,2910
1114930,Moerkantsebaan,132,Essen,2910
1115037,Meeuwenven,24,Essen,2910
1115090,Schelpheuvelstraat,96,Essen,2910
1115113,Heikantstraat,18,Essen,2910
1115349,Buntweg,1,Essen,2910
1115466,Leemstraat,94,Essen,2910
1115774,Larikslaan,29,Essen,2910
1116114,Magerbeek,24,Essen,2910
1116741,Kammenstraat,62,Essen,2910
1116797,Horendonk,344,Essen,2910
1117102,Molenakkersstraat,35,Essen,2910
1117146,Elshoutlaan,5,Essen,2910
1117148,Horendonk,287,Essen,2910
1117304,Watermolenstraat,37,Essen,2910
1117569,Wildertse Duintjes,35,Essen,2910
1117868,Boterpotlaan,26,Essen,2910
1118202,Zwanenblok,5,Essen,2910
1118493,Sint-Antoniusstraat,2A,Essen,2910
1119167,Eikenblok,24,Essen,2910
1119320,Moerkantsebaan,277,Essen,2910
1119387,Silvesterlaan,52,Essen,2910
1119462,Sint-Jansstraat,16,Essen,2910
1119897,Steenpaal,64,Essen,2910
1120679,Schelpheuvelstraat,94,Essen,2910
1120893,Platanenlaan,48,Essen,2910
1121189,Beliestraat,45,Essen,2910
1122070,Oude Baan,110,Essen,2910
1122242,Kammenstraat,120,Essen,2910
1122347,Heikantstraat,30C,Essen,2910
1122474,Oude Baan,102,Essen,2910
1122475,Schelpheuvelstraat,82,Essen,2910
1122537,Rijkmakerlaan,34,Essen,2910
1122645,Steenovenstraat,51A,Essen,2910
1122654,Meeuwenven,22,Essen,2910
1122676,Tichelrei,6,Essen,2910
1122700,Krinkelsbos,7,Essen,2910
1122792,Meeuwenven,14,Essen,2910
1123140,Nachtegalendreef,33,Essen,2910
1123239,Wolfsven,1,Essen,2910
1123715,Leemstraat,21,Essen,2910
1123928,Vogelkerslaan,26,Essen,2910
1124169,Kerkstraat,17,Essen,2910
1124337,Magerbeek,14,Essen,2910
1125231,Velodreef,142,Essen,2910
1125275,Oude Baan,215,Essen,2910
1125292,Schelpheuvelstraat,102,Essen,2910
1125846,Schanker,14,Essen,2910
1126166,Zonnedauwlaan,17,Essen,2910
1126334,Zonnedauwlaan,58,Essen,2910
1126494,Heikantstraat,66,Essen,2910
1126700,Kalmthoutsesteenweg,232A,Essen,2910
1126739,Beliestraat,70A,Essen,2910
1126832,Duinzandlaan,17,Essen,2910
1126848,Meeuwenven,28,Essen,2910
1127191,Krinkelsbos,20,Essen,2910
1127982,Schelpheuvelstraat,92,Essen,2910
1128551,Zwartven,29,Essen,2910
1129086,Oude Baan,158A,Essen,2910
1129191,Groenlaan,12,Essen,2910
1129287,Koekoekstraat,28,Essen,2910
1129356,Kalmthoutsesteenweg,70,Essen,2910
1129960,Nieuwe Heikant,8,Essen,2910
1130103,Watermolenstraat,33,Essen,2910
1131310,Meeuwenven,32,Essen,2910
1131634,Meeuwenven,18,Essen,2910
1131718,Etting,43,Essen,2910
1132564,Rijkmakerlaan,17,Essen,2910
1132828,Oude Baan,121,Essen,2910
1133169,Essendonk,62,Essen,2910
1133380,Sint-Jansstraat,184,Essen,2910
1133803,Eekhoornlaan,2,Essen,2910
1134180,Leemstraat,45,Essen,2910
1134406,Heikantvenstraat,1,Essen,2910
1134896,Duiventorenstraat,8,Essen,2910
1135101,Schelpheuvelstraat,98,Essen,2910
1135137,Eekhoornlaan,40,Essen,2910
1135586,Oude Baan,52,Essen,2910
1136041,Schelpheuvelstraat,100,Essen,2910
1137070,Zonnedauwlaan,42,Essen,2910
1137109,Nachtegalendreef,13,Essen,2910
1137225,Over d'Aa,20,Essen,2910
1137345,Steenovenstraat,111,Essen,2910
1137947,Valkstraat,17,Essen,2910
1138422,Deken Verbiststraat,16,Essen,2910
1138595,Corsicalaan,32,Essen,2910
1138747,Eekhoornlaan,17,Essen,2910
1138780,Rijkmakerlaan,38,Essen,2910
1139856,Steenovenstraat,105,Essen,2910
1140120,Fazantendreef,5,Essen,2910
1140157,Vijverlaan,1A,Essen,2910
1140324,Bosbessenlaan,63,Essen,2910
1140471,Silvesterlaan,53,Essen,2910
1140751,Zwartven,27,Essen,2910
1140759,Jachthoornlaan,27,Essen,2910
1141368,Zwartven,19,Essen,2910
1141691,Platanenlaan,30,Essen,2910
1141800,Violetlaan,9,Essen,2910
1142457,Meeuwenven,30,Essen,2910
1142660,Hofstraat,26,Essen,2910
1142709,Meeuwenven,26,Essen,2910
1142851,Lijsterdreef,3,Essen,2910
1142913,Struisven,9,Essen,2910
1143206,Nolsebaan,8,Essen,2910
1143319,Achterstehoevestraat,2A,Essen,2910
1143481,Beekstraat,10,Essen,2910
1143620,Kuiperstraat,12,Essen,2910
1144033,Beylestraat,6,Essen,2910
1144171,Marterlaan,6,Essen,2910
1144555,Oude Baan,238,Essen,2910
1145031,Zwartven,9,Essen,2910
1145270,Tichelrei,12,Essen,2910
1145289,Watermolenstraat,41,Essen,2910
1145470,Meeuwenven,20,Essen,2910
1145558,Beylestraat,2A,Essen,2910
1145871,Horendonk,308,Essen,2910
1145998,Nolsebaan,32,Essen,2910
1146072,Etting,35,Essen,2910
1146751,Hortensialaan,25,Essen,2910
1147407,Watermolenstraat,43,Essen,2910
1147646,Schelpheuvelstraat,104,Essen,2910
1147939,Schaapsbaan,25,Essen,2910
1147955,Over d'Aa,195,Essen,2910
1148411,Huybergsebaan,52,Essen,2910
1148576,Cardijnstraat,19,Essen,2910
1148647,Zwanenblok,2,Essen,2910
1148738,Over d'Aa,150,Essen,2910
1149086,Wildertse Duintjes,20,Essen,2910
1149121,Vogelkerslaan,42,Essen,2910
1149239,Heikantstraat,30A,Essen,2910
1149388,Patrijzenlaan,34,Essen,2910
1149768,Kalmthoutsesteenweg,279,Essen,2910
1150245,Stationsstraat,138,Essen,2910
1151430,Achterstraat,47,Essen,2910
1151431,Achterstraat,53B,Essen,2910
1151432,Beukendreef,17,Essen,2910
1151433,Deken Verbiststraat,27,Essen,2910
1151434,Donkweg,87,Essen,2910
1151435,Ericalaan,15,Essen,2910
1151436,Hemelrijk,27,Essen,2910
1151437,Hemelrijk,35,Essen,2910
1151438,Horendonk,303A,Essen,2910
1151439,Koekoekstraat,9,Essen,2910
1151440,Nieuwmoersesteenweg,86,Essen,2910
1151441,Pastoor Schoetersstraat,23,Essen,2910
1151442,Sint-Jansstraat,60A,Essen,2910
1151443,Sint-Jansstraat,172,Essen,2910
1151444,Velodreef,166,Essen,2910
1155269,Cardijnstraat,7,Essen,2910
1155270,Rinkvenstraat,31,Essen,2910
1157105,Rinkvenstraat,1C,Essen,2910
1157106,Rinkvenstraat,29,Essen,2910
1158451,Bremakker,5,Essen,2910
1158822,Statievelden,28,Essen,2910
1158944,Schoolstraat,2,Essen,2910
1158945,Schoolstraat,20,Essen,2910
1158946,Stationsstraat,19,Essen,2910
1159408,Suzannalaan,19,Essen,2910
1159442,Buntweg,10,Essen,2910
1159887,Beekstraat,20,Essen,2910
1160343,Deken Verbiststraat,26,Essen,2910
1160645,Schoolstraat,9,Essen,2910
1160809,Kerkhofweg,18,Essen,2910
1160861,Dassenlaan,7,Essen,2910
1161299,Nolsebaan,35,Essen,2910
1161918,Dassenlaan,14,Essen,2910
1162315,Berkenlaan,7,Essen,2910
1162466,Nieuwmoersesteenweg,93,Essen,2910
1163113,Boterpotlaan,10,Essen,2910
1163158,Bosdreef,12,Essen,2910
1163298,Platanenlaan,49,Essen,2910
1163531,Deken Verbiststraat,20,Essen,2910
1163546,Noordeneind,20A,Essen,2910
1163902,Watermolenstraat,1,Essen,2910
1164197,Zonnedauwlaan,44,Essen,2910
1164387,Kraaienberg,14,Essen,2910
1164960,Huybergsebaan,22A,Essen,2910
1165281,Eekhoornlaan,21,Essen,2910
1165575,Nolsebaan,229,Essen,2910
1165716,Bosbessenlaan,13,Essen,2910
1165846,Schomveld,8,Essen,2910
1165958,Struisven,4,Essen,2910
1165994,Molenakkersstraat,52,Essen,2910
1166344,Schelpheuvelstraat,36,Essen,2910
1166537,Struisven,37,Essen,2910
1166761,Eksterlaan,29,Essen,2910
1166774,Epicealaan,41,Essen,2910
1166777,Rinkvenstraat,27,Essen,2910
1167048,Heidelaan,21,Essen,2910
1167149,Kraaienberg,42,Essen,2910
1167179,Watermolenstraat,3,Essen,2910
1167265,Oude Baan,83,Essen,2910
1167698,Nieuwmoersesteenweg,88,Essen,2910
1167785,Heiblok,19,Essen,2910
1167787,Koekoekstraat,43,Essen,2910
1167922,Larikslaan,7,Essen,2910
1168493,Velodreef,164,Essen,2910
1168542,Vogelkerslaan,62,Essen,2910
1168653,Essendonk,72,Essen,2910
1169218,Beliestraat,43,Essen,2910
1169329,Wolfsven,10,Essen,2910
1169874,Deken Verbiststraat,28,Essen,2910
1170145,Deken Verbiststraat,18,Essen,2910
1170354,Steenovenstraat,120,Essen,2910
1170661,Schelpheuvelstraat,25,Essen,2910
1170694,Suzannalaan,17,Essen,2910
1170850,Lijsterdreef,20,Essen,2910
1171430,Eekhoornlaan,23,Essen,2910
1171443,Sint-Jansstraat,250,Essen,2910
1171523,Leemstraat,46,Essen,2910
1172456,Oude Baan,81,Essen,2910
1172845,Boomkleverpad,8,Essen,2910
1172846,Kleine Horendonk,4,Essen,2910
1172847,Kleine Horendonk,50,Essen,2910
1172848,Kleine Horendonk,8,Essen,2910
1172849,Magerbeek,6,Essen,2910
1172850,Scham,89,Essen,2910
1173858,Hornick,10,Essen,2910
1173859,Scham,74,Essen,2910
1174878,Scham,104,Essen,2910
1174879,Verbindingsstraat,8,Essen,2910
1175422,Molenheide,5,Essen,2910
1176390,Kleine Horendonk,9,Essen,2910
1176954,Hemelrijk,25,Essen,2910
1178709,Boomkleverpad,4A,Essen,2910
1180548,Oude Baan,100,Essen,2910
1180561,Schriek,5,Essen,2910
1180709,Kleine Horendonk,41,Essen,2910
1180894,Schelpheuvelstraat,77,Essen,2910
1181199,Scham,98,Essen,2910
1181277,Deken Verbiststraat,23,Essen,2910
1181705,Zonnedauwlaan,5,Essen,2910
1182268,Kerkstraat,62B,Essen,2910
1182284,Scham,83,Essen,2910
1182507,Hornick,8,Essen,2910
1182699,Deken Verbiststraat,21,Essen,2910
1182725,Scham,100,Essen,2910
1182742,Kleine Horendonk,37,Essen,2910
1182776,Deken Verbiststraat,12,Essen,2910
1182869,Scham,108,Essen,2910
1183577,Zonnedauwlaan,62,Essen,2910
1183805,Steenovenstraat,117,Essen,2910
1183831,Hornick,12,Essen,2910
1184085,Deken Verbiststraat,7,Essen,2910
1184114,Beliestraat,109,Essen,2910
1185070,Hornick,4,Essen,2910
1185071,Schomveld,3,Essen,2910
1185306,Deken Verbiststraat,8,Essen,2910
1185698,Kleine Horendonk,11,Essen,2910
1185964,Boomkleverpad,3,Essen,2910
1186114,Mereldreef,2A,Essen,2910
1186133,Violetlaan,6,Essen,2910
1186536,Steenovenstraat,108,Essen,2910
1186714,Boomkleverpad,6,Essen,2910
1186954,Tichelrei,20,Essen,2910
1187085,Oude Baan,254,Essen,2910
1187402,Scham,102,Essen,2910
1187712,Tichelrei,18,Essen,2910
1187750,Scham,90,Essen,2910
1187988,Hemelrijk,31,Essen,2910
1188004,Kleine Horendonk,48,Essen,2910
1188054,Koekoekstraat,32C,Essen,2910
1188475,Scham,88,Essen,2910
1188642,Boomkleverpad,9,Essen,2910
1188810,Varenlaan,24,Essen,2910
1189299,Spijker,83B,Essen,2910
1189423,Scham,96,Essen,2910
1189733,Heikantvenstraat,59B,Essen,2910
1189902,Ericalaan,8,Essen,2910
1190029,Spijker,83A,Essen,2910
1190033,Boomkleverpad,2,Essen,2910
1190196,Hemelrijk,29,Essen,2910
1190451,Vaartstraat,17,Essen,2910
1190650,Schomveld,5,Essen,2910
1190734,Boomkleverpad,7,Essen,2910
1190989,Kerkstraat,53,Essen,2910
1191005,Boomkleverpad,1,Essen,2910
1191161,Kleine Horendonk,46,Essen,2910
1191711,Scham,76,Essen,2910
1191923,Scham,85,Essen,2910
1192401,Kleine Horendonk,45,Essen,2910
1192473,Nieuwmoersesteenweg,85,Essen,2910
1192682,Kammenstraat,48,Essen,2910
1192698,Boomkleverpad,10,Essen,2910
1192810,Scham,92,Essen,2910
1192979,Scham,87,Essen,2910
1193041,Scham,110,Essen,2910
1193832,Moerkantsebaan,235,Essen,2910
1193878,Achterstraat,25,Essen,2910
1193923,Sint-Antoniusplein,4,Essen,2910
1193935,Koekoekstraat,32B,Essen,2910
1194935,Elzendreef,12,Essen,2910
1194936,Molenheide,1,Essen,2910
1196938,Steenpaal,69,Essen,2910
1201275,Kalmthoutsesteenweg,291,Essen,2910
1201362,Dreveneind,20,Essen,2910
1202004,Melkerijstraat,5,Essen,2910
1202417,Heikantstraat,68,Essen,2910
1204148,Eksterlaan,27,Essen,2910
1204149,Kievitstraat,5,Essen,2910
1204150,Kleine Horendonk,33,Essen,2910
1204151,Maststraat,43,Essen,2910
1204152,Nolsebaan,5,Essen,2910
1204153,Stationsstraat,229,Essen,2910
1205187,Schelpheuvelstraat,41A,Essen,2910
1205639,Schoolstraat,8,Essen,2910
1209338,Bergenvenstraat,3,Essen,2910
1209508,Kalmthoutsesteenweg,303,Essen,2910
1210640,Beliestraat,111,Essen,2910
1210641,Steenovenstraat,26,Essen,2910
1212224,Statievelden,5,Essen,2910
1215100,Beliestraat,107,Essen,2910
1215101,Beukendreef,18,Essen,2910
1215102,Bosbessenlaan,65,Essen,2910
1215103,Bosbessenlaan,67,Essen,2910
1215104,Boterpotlaan,49,Essen,2910
1215105,Boterpotlaan,6,Essen,2910
1215106,Boterpotlaan,48,Essen,2910
1215107,Boterpotlaan,21,Essen,2910
1215108,Boterpotlaan,35,Essen,2910
1215109,Burgemeester Kenisstraat,2A,Essen,2910
1215110,Cardijnstraat,1,Essen,2910
1215111,Cardijnstraat,17,Essen,2910
1215112,Collegelaan,57,Essen,2910
1215113,Deken Verbiststraat,1,Essen,2910
1215114,Deken Verbiststraat,19,Essen,2910
1215115,Deken Verbiststraat,25,Essen,2910
1215116,Deken Verbiststraat,31,Essen,2910
1215117,Deken Verbiststraat,17,Essen,2910
1215118,Deken Verbiststraat,29,Essen,2910
1215119,Deken Verbiststraat,30,Essen,2910
1215120,Dreveneind,14,Essen,2910
1215121,Duinzandlaan,15,Essen,2910
1215122,Elshoutlaan,34,Essen,2910
1215123,Ericalaan,21,Essen,2910
1215124,Fazantendreef,3,Essen,2910
1215125,Fazantendreef,2A,Essen,2910
1215126,Fazantendreef,19,Essen,2910
1215127,Heikantstraat,25,Essen,2910
1215128,Heikantvenstraat,49A,Essen,2910
1215129,Hemelrijk,23,Essen,2910
1215130,Hemelrijk,89A,Essen,2910
1215131,Hemelrijk,21,Essen,2910
1215132,Hemelrijklaan,31,Essen,2910
1215133,Hemelrijkweg,2,Essen,2910
1215134,Hemelrijkweg,41,Essen,2910
1215135,Heuvelplein,2A,Essen,2910
1215136,Hey-endlaan,12,Essen,2910
1215137,Holleweg,18B,Essen,2910
1215138,Hondsberg,14,Essen,2910
1215139,Hondsberg,20,Essen,2910
1215140,Horendonk,301,Essen,2910
1215141,Horendonk,277,Essen,2910
1215142,Horendonk,326,Essen,2910
1215143,Hortensialaan,18,Essen,2910
1215144,Huybergsebaan,24A,Essen,2910
1215145,Kalmthoutsesteenweg,305,Essen,2910
1215146,Kalmthoutsesteenweg,297,Essen,2910
1215147,Kerkhofweg,17,Essen,2910
1215148,Kleine Horendonk,4A,Essen,2910
1215149,Kleine Veldweg,7,Essen,2910
1215150,Koekoekstraat,34A,Essen,2910
1215151,Koekoekstraat,31,Essen,2910
1215152,Koekoekstraat,35A,Essen,2910
1215153,Koekoekstraat,39,Essen,2910
1215154,Koekoekstraat,16,Essen,2910
1215155,Krinkelsbos,18,Essen,2910
1215156,Lazaret,9,Essen,2910
1215157,Leemputten,9,Essen,2910
1215158,Leemstraat,118,Essen,2910
1215159,Mezendreef,5,Essen,2910
1215160,Moerkantsebaan,242B,Essen,2910
1215161,Moerkantsebaan,22,Essen,2910
1215162,Molenakkersstraat,51,Essen,2910
1215163,Molenakkersstraat,49,Essen,2910
1215164,Molenheide,22,Essen,2910
1215165,Molenheide,16,Essen,2910
1215166,Molenheide,7,Essen,2910
1215167,Molenheide,20,Essen,2910
1215168,Molenheide,14,Essen,2910
1215169,Molenheide,24,Essen,2910
1215170,Molenheide,18,Essen,2910
1215171,Molenheide,11,Essen,2910
1215172,Molenheide,9,Essen,2910
1215173,Molenheide,15,Essen,2910
1215174,Molenheide,3,Essen,2910
1215175,Molenheide,13,Essen,2910
1215176,Nachtegalendreef,11,Essen,2910
1215177,Nieuwe Heikant,29,Essen,2910
1215178,Nieuwmoersesteenweg,75A,Essen,2910
1215179,Nieuwstraat,60A,Essen,2910
1215180,Nieuwstraat,92A,Essen,2910
1215181,Nollekensstraat,82,Essen,2910
1215182,Nolsebaan,173,Essen,2910
1215183,Oude Baan,60,Essen,2910
1215184,Oude Baan,252,Essen,2910
1215185,Oude Baan,147,Essen,2910
1215186,Oude Baan,82,Essen,2910
1215187,Oude Baan,11A,Essen,2910
1215188,Oude Baan,45,Essen,2910
1215189,Over d'Aa,266,Essen,2910
1215190,Over d'Aa,45,Essen,2910
1215191,Over d'Aa,227A,Essen,2910
1215192,Patrijzenlaan,31,Essen,2910
1215193,Paviljoenweg,60,Essen,2910
1215194,Paviljoenweg,41A,Essen,2910
1215195,Platanenlaan,29,Essen,2910
1215196,Platanenlaan,38,Essen,2910
1215197,Platanenlaan,28,Essen,2910
1215198,Rinkvenstraat,5,Essen,2910
1215199,Rinkvenstraat,1B,Essen,2910
1215200,Rinkvenstraat,21,Essen,2910
1215201,Rinkvenstraat,1A,Essen,2910
1215202,Schelpheuvelstraat,41,Essen,2910
1215203,Schelpheuvelstraat,33,Essen,2910
1215204,Schelpheuvelstraat,29,Essen,2910
1215205,Schelpheuvelstraat,39,Essen,2910
1215206,Schelpheuvelstraat,35,Essen,2910
1215207,Schelpheuvelstraat,53,Essen,2910
1215208,Schoolstraat,4,Essen,2910
1215209,Sint-Jansstraat,92A,Essen,2910
1215210,Sint-Jansstraat,86,Essen,2910
1215211,Spillebeekweg,9A,Essen,2910
1215212,Statievelden,10,Essen,2910
1215213,Statievelden,16,Essen,2910
1215214,Statievelden,18,Essen,2910
1215215,Statievelden,7,Essen,2910
1215216,Statievelden,6,Essen,2910
1215217,Statievelden,2,Essen,2910
1215218,Statievelden,15,Essen,2910
1215219,Statievelden,17,Essen,2910
1215220,Statievelden,25,Essen,2910
1215221,Statievelden,12,Essen,2910
1215222,Statievelden,11,Essen,2910
1215223,Statievelden,20,Essen,2910
1215224,Statievelden,26,Essen,2910
